ID,target
e340b3c9a5c707d268c30fb3ed830167c0d69d5b_2,2.298073784165329e+107
e340b3c9a5c707d268c30fb3ed830167c0d69d5b_3,1.9611905494852394e+75
73709adfa344e742da14427414060bc0aab7fb74_1,8.398946016862516e+42
73709adfa344e742da14427414060bc0aab7fb74_2,1.1837747405918238e+38
73709adfa344e742da14427414060bc0aab7fb74_3,1.3826314216297295e+20
e19b3946588c6cefaff2d9668c7f6a90c44dbe6d_1,2.7776184117387334e+263
e19b3946588c6cefaff2d9668c7f6a90c44dbe6d_2,1.8306969416877274e+128
e19b3946588c6cefaff2d9668c7f6a90c44dbe6d_3,1.8577131109527192e+89
7b7da69e489980a3346d2d42702f6693ef2f0006_1,2.0521643910201743e+156
7b7da69e489980a3346d2d42702f6693ef2f0006_2,7.613526718437093e+129
7b7da69e489980a3346d2d42702f6693ef2f0006_3,4.102079011253921e+105
f639ecf2fcbd96214db155212496e2fdb3653e57_1,1.6164832240431522e+201
f639ecf2fcbd96214db155212496e2fdb3653e57_2,8.618942161692181e+115
f639ecf2fcbd96214db155212496e2fdb3653e57_3,5.236161770494998e+96
55bb749347c1177e4c3417dd830bb6ef4b7a3c76_1,2.5539688998801098e+76
55bb749347c1177e4c3417dd830bb6ef4b7a3c76_2,6.37771126624714e+68
55bb749347c1177e4c3417dd830bb6ef4b7a3c76_3,8.850064936571372e+46
915fbad2c0a297c15d7e2a30376414a207e5a2fc_1,1.230237232758776e+81
915fbad2c0a297c15d7e2a30376414a207e5a2fc_2,1.7908285247517867e+74
915fbad2c0a297c15d7e2a30376414a207e5a2fc_3,1.2561403609880447e+58
0c4b780f0819bcb4ece9678b712b6e4cdd6f40a7_1,1.1665094194406456e+41
0c4b780f0819bcb4ece9678b712b6e4cdd6f40a7_2,4.32410966426241e+41
0c4b780f0819bcb4ece9678b712b6e4cdd6f40a7_3,1.4903728185981981e+36
eb8a58ca812212253e270944a4b854152aaff732_1,9.142721538658458e+123
eb8a58ca812212253e270944a4b854152aaff732_2,4.876473326142864e+100
eb8a58ca812212253e270944a4b854152aaff732_3,1.9568657743412992e+67
d2377e98251ab47f72ce8ee69aa6c5f9a456e9d6_1,2.1156921148288898e+106
d2377e98251ab47f72ce8ee69aa6c5f9a456e9d6_2,3.578992843702074e+100
d2377e98251ab47f72ce8ee69aa6c5f9a456e9d6_3,5.782139698651282e+71
a9667ae4c6b135062e8a2f77f81ee36573bb9327_1,8.014553577282723e+196
a9667ae4c6b135062e8a2f77f81ee36573bb9327_2,2.233843556213406e+242
a9667ae4c6b135062e8a2f77f81ee36573bb9327_3,6.227871742588504e+202
2d5fb9e5f777b99c62936b10e6aa788463739166_1,2.7100430598366077e+38
2d5fb9e5f777b99c62936b10e6aa788463739166_2,9.422207408352971e+34
2d5fb9e5f777b99c62936b10e6aa788463739166_3,6.071735685118392e+26
d6bb1f39b752cd4aad1afdfc9d50edf720b20b20_1,2.2899533884749966e+68
d6bb1f39b752cd4aad1afdfc9d50edf720b20b20_2,1.5243032146934476e+63
d6bb1f39b752cd4aad1afdfc9d50edf720b20b20_3,2.134332364913262e+49
2a2692729baae4ff613ab33b7f1b2509659100f2_1,9.248380032153179e+40
2a2692729baae4ff613ab33b7f1b2509659100f2_2,5.459359172740984e+28
2a2692729baae4ff613ab33b7f1b2509659100f2_3,2.3146794336824445e+17
d6828d000794ab10f65bee58e5e6677acc8aa3f1_1,5.0150487115058734e+42
d6828d000794ab10f65bee58e5e6677acc8aa3f1_2,4.76549815570554e+38
d6828d000794ab10f65bee58e5e6677acc8aa3f1_3,7.969204559964138e+21
de94be88768357d9fc1f9eaf80c3fe2b02353859_1,2.131692491884097e+53
de94be88768357d9fc1f9eaf80c3fe2b02353859_2,4.3671949282076134e+46
de94be88768357d9fc1f9eaf80c3fe2b02353859_3,8.604582941116887e+29
7f00ffef73f61c59665c4aa7b09c19575fd93893_1,7.01463820971665e+104
7f00ffef73f61c59665c4aa7b09c19575fd93893_2,1.9300505980945637e+87
7f00ffef73f61c59665c4aa7b09c19575fd93893_3,1.0556764390525594e+62
49c5010a84066a1835f0b2baced1149beda74906_1,2.1024294880107497e+51
49c5010a84066a1835f0b2baced1149beda74906_2,3.074917278843396e+46
49c5010a84066a1835f0b2baced1149beda74906_3,1.2972305085005726e+36
7c77d3cad79736d67226d3850bf8bcf0d8e8769c_1,4.510744472341293e+109
7c77d3cad79736d67226d3850bf8bcf0d8e8769c_2,2.979846813017523e+80
7c77d3cad79736d67226d3850bf8bcf0d8e8769c_3,2.5231566392737604e+59
7221a3000ff42338570bc10add99cc283ae754f0_1,5.132536361736339e+49
7221a3000ff42338570bc10add99cc283ae754f0_2,1.6203305740905396e+35
7221a3000ff42338570bc10add99cc283ae754f0_3,4.146338925709403e+19
4cba260c4bd5da99b9cbbbafdec821f702c05487_1,7.769013864910752e+43
4cba260c4bd5da99b9cbbbafdec821f702c05487_2,7.775950524518465e+41
4cba260c4bd5da99b9cbbbafdec821f702c05487_3,1.0628290970695193e+25
4438b3400ba8ccb41cf1c0e60f41d3e37c82b244_1,2.4010467079214372e+44
4438b3400ba8ccb41cf1c0e60f41d3e37c82b244_2,6.799405406104872e+43
4438b3400ba8ccb41cf1c0e60f41d3e37c82b244_3,9.911940889255145e+23
8f205cc3a01f05ef044098c207e0f53a6a67bee6_1,4.3508095721913717e+235
8f205cc3a01f05ef044098c207e0f53a6a67bee6_2,4.7137662019824765e+226
